TASKID;SCHEDULETYPEID;LINES_LINEID;PLANVERSIONID
208;4812041;421;225
208;4812082;2521;225
208;4812016;140;225
209;4812041;452;225
209;4812082;2102;225
209;4812016;3121;225
210;4812082;2274;225
210;4812041;1571;225
210;4812016;3141;225
211;4812082;421;225
211;4812016;3131;225
211;4812041;140;225
212;4812082;2274;225
212;4812041;2241;225
212;4812016;311;225
213;4812041;2141;225
213;4812016;318;225
213;4812082;2274;225
214;4812082;421;225
214;4812041;336;225
214;4812016;150;225
215;4812016;1472;225
215;4812041;333;225
215;4812082;371;225
216;4812016;2521;225
216;4812041;2402;225
216;4812082;318;225
217;4812041;3441;225
217;4812082;2212;225
217;4812016;3721;225
218;4812016;385;225
218;4812082;3721;225
218;4812041;3171;225
219;4812016;3121;225
219;4812041;140;225
219;4812082;251;225
220;4812041;452;225
220;4812082;3372;225
220;4812016;441;225
221;4812082;421;225
221;4812041;142;225
222;4812016;441;225
222;4812041;3422;225
222;4812082;2401;225
223;4812041;431;225
223;4812082;2273;225
223;4812016;3141;225
224;4812016;441;225
224;4812041;2212;225
224;4812082;2472;225
225;4812016;3411;225
225;4812082;3124;225
225;4812041;142;225
226;4812016;2402;225
226;4812041;140;225
226;4812082;131;225
227;4812041;347;225
227;4812082;2524;225
227;4812016;2301;225
228;4812016;140;225
228;4812041;3131;225
228;4812082;3372;225
229;4812016;318;225
229;4812082;2521;225
229;4812041;2241;225
230;4812016;2212;225
230;4812082;131;225
230;4812041;142;225
231;4812041;431;225
231;4812082;2273;225
231;4812016;441;225
232;4812082;3441;225
232;4812041;441;225
232;4812016;3121;225
233;4812082;1571;225
233;4812016;272;225
233;4812041;2273;225
234;4812082;3441;225
234;4812016;131;225
234;4812041;2141;225
235;4812082;131;225
235;4812016;1472;225
235;4812041;2472;225
236;4812082;2102;225
236;4812041;2402;225
236;4812016;437;225
237;4812082;1571;225
237;4812041;3133;225
238;4812082;2524;225
238;4812016;347;225
238;4812041;2471;225
239;4812082;376;225
239;4812016;441;225
239;4812041;2402;225
240;4812082;1571;225
240;4812016;2842;225
240;4812041;142;225
241;4812082;140;225
241;4812016;431;225
241;4812041;376;225
242;4812082;2521;225
242;4812016;2521;225
242;4812041;431;225
243;4812016;1472;225
243;4812041;347;225
243;4812082;3173;225
244;4812082;2121;225
244;4812041;2212;225
244;4812016;1472;225
245;4812016;2102;225
245;4812041;2141;225
245;4812082;2472;225
246;4812082;2273;225
246;4812016;2212;225
246;4812041;2141;225
247;4812082;2242;225
247;4812041;385;225
247;4812016;318;225
248;4812082;2274;225
248;4812016;431;225
248;4812041;1472;225
249;4812016;311;225
249;4812041;375;225
249;4812082;3721;225
250;4812082;376;225
250;4812016;441;225
250;4812041;1472;225
251;4812082;1571;225
251;4812041;3192;225
251;4812016;2102;225
252;4812082;318;225
252;4812016;140;225
252;4812041;3011;225
253;4812016;2521;225
253;4812041;2241;225
253;4812082;2212;225
254;4812082;2121;225
254;4812016;2273;225
254;4812041;3192;225
255;4812082;371;225
255;4812041;1472;225
255;4812016;431;225
256;4812082;2273;225
256;4812016;2521;225
256;4812041;452;225
257;4812016;140;225
257;4812041;441;225
257;4812082;385;225
258;4812082;2273;225
258;4812016;3721;225
258;4812041;3011;225
259;4812082;150;225
259;4812016;2273;225
259;4812041;3172;225
260;4812082;2121;225
260;4812016;557;225
260;4812041;318;225
261;4812016;306;225
261;4812041;3122;225
261;4812082;2273;225
262;4812082;385;225
262;4812016;2841;225
262;4812041;2521;225
263;4812082;441;225
263;4812016;1472;225
263;4812041;3781;225
264;4812082;3442;225
264;4812016;441;225
264;4812041;140;225
265;4812016;441;225
265;4812041;421;225
265;4812082;2211;225
266;4812082;2274;225
266;4812016;431;225
266;4812041;2524;225
267;4812082;3721;225
267;4812016;3131;225
267;4812041;2241;225
268;4812082;2472;225
268;4812016;2121;225
268;4812041;131;225
269;4812082;1571;225
269;4812016;131;225
269;4812041;376;225
270;4812082;3124;225
270;4812016;431;225
270;4812041;2212;225
271;4812082;2521;225
271;4812016;427;225
271;4812041;347;225
272;4812082;3452;225
272;4812016;2842;225
272;4812041;1472;225
273;4812082;3142;225
273;4812016;131;225
273;4812041;3122;225
274;4812082;2471;225
274;4812041;2241;225
274;4812016;3372;225
275;4812082;2473;225
275;4812016;140;225
275;4812041;3371;225
276;4812082;1571;225
276;4812016;271;225
276;4812041;3122;225
277;4812082;2274;225
277;4812016;311;225
277;4812041;131;225
278;4812082;385;225
278;4812041;3141;225
278;4812016;441;225
279;4812082;3371;225
279;4812041;142;225
279;4812016;2524;225
280;4812041;3422;225
280;4812082;371;225
280;4812016;304;225
281;4812041;347;225
281;4812016;272;225
281;4812082;2521;225
282;4812041;3122;225
282;4812016;3121;225
282;4812082;3411;225
283;4812041;3422;225
283;4812016;427;225
283;4812082;2273;225
284;4812082;1571;225
284;4812041;1472;225
284;4812016;431;225
606;4692016;2141;219
607;4692016;2242;219
607;4692012;4272;219
608;4692016;3411;219
608;4692012;2121;219
609;4692016;2842;219
609;4692012;3721;219
610;4692016;553;219
610;4692012;452;219
611;4692016;3122;219
611;4692012;437;219
612;4692016;3141;219
612;4692012;131;219
613;4692012;311;219
613;4692016;2841;219
614;4692016;2242;219
614;4692012;437;219
615;4692016;431;219
615;4692012;318;219
616;4692016;2473;219
616;4692012;431;219
617;4692016;2211;219
617;4692012;3171;219
618;4692016;322;219
618;4692012;131;219
619;4692016;437;219
619;4692012;3124;219
620;4692016;142;219
620;4692012;431;219
621;4692016;347;219
621;4692012;271;219
622;4692016;2121;219
622;4692012;3441;219
623;4692016;2141;219
623;4692012;3172;219
624;4692016;437;219
624;4692012;441;219
625;4692016;552;219
625;4692012;332;219
626;4692016;2242;219
626;4692012;131;219
627;4692016;2402;219
627;4692012;2471;219
628;4692016;3141;219
628;4692012;2141;219
629;4692016;437;219
629;4692012;2212;219
630;4692016;142;219
630;4692012;431;219
631;4692016;2524;219
631;4692012;311;219
632;4692016;2524;219
632;4692012;3722;219
633;4692016;2841;219
633;4692012;3112;219
634;4692016;2524;219
634;4692012;1571;219
635;4692016;142;219
635;4692012;2471;219
636;4692016;2524;219
636;4692012;373;219
637;4692016;2524;219
637;4692012;1571;219
638;4692016;2402;219
638;4692012;321;219
639;4692016;2524;219
639;4692012;131;219
640;4692016;142;219
640;4692012;437;219
641;4692016;3411;219
641;4692012;373;219
642;4692012;2242;219
642;4692016;2524;219
643;4692016;2211;219
643;4692012;437;219
644;4692016;2524;219
644;4692012;373;219
645;4692016;142;219
645;4692012;2401;219
646;4692016;437;219
646;4692012;1571;219
647;4692016;437;219
647;4692012;332;219
648;4692016;142;219
648;4692012;441;219
649;4692016;142;219
649;4692012;373;219
650;4692016;142;219
650;4692012;3171;219
651;4692016;142;219
651;4692012;3441;219
652;4692016;142;219
652;4692012;3371;219
653;4692016;552;219
653;4692012;3133;219
654;4692016;437;219
654;4692012;272;219
655;4692016;427;219
655;4692012;4272;219
656;4692016;131;219
656;4692012;311;219
657;4692016;131;219
657;4692012;3171;219
658;4692016;131;219
658;4692012;2242;219
659;4692016;3191;219
659;4692012;353;219
660;4692016;131;219
660;4692012;3372;219
661;4692016;1472;219
661;4692012;2141;219
662;4692016;1472;219
662;4692012;1571;219
663;4692012;311;219
663;4692016;3191;219
664;4692016;1472;219
664;4692012;2141;219
665;4692012;2242;219
665;4692016;3173;219
666;4692016;2841;219
666;4692012;452;219
667;4692012;1571;219
667;4692016;131;219
668;4692016;2801;219
668;4692012;1571;219
669;4692012;2212;219
669;4692016;2801;219
670;4692016;1472;219
670;4692012;437;219
671;4692012;1571;219
671;4692016;2842;219
672;4692016;131;219
672;4692012;353;219
673;4692012;452;219
673;4692016;2801;219
674;4692016;371;219
674;4692012;2242;219
675;4692012;4272;219
675;4692016;371;219
676;4692016;131;219
676;4692012;2101;219
677;4692012;311;219
677;4692016;2801;219
678;4692016;131;219
678;4692012;272;219
679;4692012;217;219
679;4692016;1472;219
680;4692016;1472;219
680;4692012;3133;219
681;4692012;452;219
681;4692016;2841;219
682;4692016;1472;219
682;4692012;321;219
683;4692012;2141;219
683;4692016;1472;219
684;4692016;431;219
684;4692012;311;219
685;4692012;2273;219
685;4692016;2841;219
686;4692016;2841;219
686;4692012;2401;219
687;4692012;311;219
687;4692016;2842;219
688;4692016;357;219
688;4692012;4272;219
689;4692016;431;219
689;4692012;2242;219
690;4692016;1472;219
690;4692012;3722;219
691;4692016;2524;219
691;4692012;217;219
692;4692016;140;219
692;4692012;452;219
693;4692016;357;219
693;4692012;2274;219
694;4692016;357;219
694;4692012;2212;219
695;4692016;1472;219
695;4692012;2273;219
696;4692012;2273;219
697;4692016;2524;219
697;4692012;3372;219
698;4692012;427;219
698;4692016;3171;219
699;4692016;3171;219
699;4692012;452;219
700;4692012;347;219
700;4692016;2472;219
701;4692016;3173;219
701;4692012;371;219
702;4692016;2524;219
702;4692012;3411;219
703;4692012;282;219
704;4692012;427;219
705;4692016;2472;219
705;4692012;2273;219
706;4692012;452;219
707;4692016;2473;219
707;4692012;452;219
708;4692012;2242;219
708;4692016;2472;219
709;4692016;2473;219
709;4692012;427;219
710;4692012;441;219
710;4692016;2473;219
711;4692012;452;219
712;4692016;2524;219
712;4692012;2242;219
713;4692012;3721;219
714;4692012;2242;219
716;4692012;427;219
717;4692012;427;219
718;4692012;2242;219
719;4692012;2212;219
720;4692012;2242;219
721;4692012;371;219
722;4692012;2212;219
723;4692016;2472;219
723;4692012;371;219
724;4692012;441;219
724;4692016;2472;219
725;4692012;2273;219
726;4692012;355;219
727;4692012;272;219
728;4692012;427;219
729;4692012;302;219
730;4692012;2141;219
731;4692012;2212;219
732;4692012;272;219
733;4692012;355;219
734;4692012;272;219
735;4692012;437;219
736;4692012;2141;219
737;4692012;371;219
738;4692012;3124;219
739;4692012;2242;219
740;4692012;2212;219
742;4692016;427;219
742;4692012;2212;219
743;4692012;3411;219
744;4692016;427;219
744;4692012;1571;219
745;4692012;2141;219
746;4692012;2401;219
748;4692012;2242;219
749;4692012;2212;219
750;4692012;427;219
751;4692012;2401;219
752;4692012;441;219
753;4692012;272;219
754;4692012;371;219
755;4692012;2524;219
756;4692012;1571;219
757;4692012;2274;219
758;4692012;2273;219
759;4692016;427;219
759;4692012;321;219
760;4692012;2212;219
761;4692016;427;219
761;4692012;3123;219
762;4692012;3422;219
763;4692016;551;219
763;4692012;3422;219
764;4692012;2242;219
765;4692012;1571;219
766;4692012;2841;219
767;4692012;272;219
768;4692012;3411;219
769;4692012;3123;219
770;4692012;2524;219
771;4692012;3781;219
772;4692012;272;219
773;4692012;427;219
774;4692012;2242;219
775;4692012;1571;219
776;4692012;3123;219
777;4692012;2141;219
778;4692012;437;219
779;4692012;3123;219
780;4692012;441;219
781;4692012;427;219
782;4692012;3411;219
784;4692012;441;219
785;4692012;2524;219
786;4692012;2242;219
787;4692012;333;219
787;4692016;551;219
788;4692012;2273;219
789;4692012;2141;219
790;4692012;2842;219
791;4692012;1571;219
792;4692012;2842;219
793;4692012;427;219
794;4692012;2273;219
795;4692012;2842;219
796;4692012;321;219
797;4692012;2472;219
798;4692012;427;219
799;4692012;323;219
800;4692012;2842;219
801;4692012;1571;219
802;4692012;2524;219
803;4692012;3411;219
804;4692012;2121;219
805;4692012;2141;219
806;4692012;352;219
807;4692012;3411;219
808;4692012;2472;219
809;4692012;427;219
810;4692012;2212;219
811;4692012;1571;219
812;4692012;2273;219
813;4692012;2524;219
814;4692012;2141;219
815;4692012;385;219
557;4832042;2301;227
316;4872042;2273;229
316;4872041;2102;229
317;4872042;2211;229
317;4872041;2102;229
318;4872042;2121;229
318;4872041;2102;229
319;4872042;306;229
319;4872041;2521;229
320;4872042;3441;229
320;4872041;1472;229
321;4872042;3441;229
321;4872041;375;229
322;4872042;2273;229
322;4872041;2521;229
323;4872042;2121;229
323;4872041;2521;229
324;4872041;2243;229
324;4872042;2121;229
325;4872042;3721;229
325;4872041;2521;229
326;4872042;2104;229
326;4872041;2521;229
327;4872042;2841;229
327;4872041;2212;229
328;4872042;2212;229
328;4872041;1472;229
329;4872042;347;229
329;4872041;377;229
330;4872042;2212;229
330;4872041;421;229
331;4872042;2212;229
331;4872041;3131;229
332;4872042;302;229
332;4872041;2521;229
333;4872042;3441;229
333;4872041;3441;229
334;4872042;347;229
334;4872041;2841;229
335;4872041;1472;229
335;4872042;318;229
336;4872042;452;229
336;4872041;3171;229
337;4872041;332;229
337;4872042;371;229
338;4872042;2841;229
338;4872041;1472;229
339;4872041;3422;229
339;4872042;2102;229
340;4872042;302;229
340;4872041;311;229
341;4872042;2101;229
341;4872041;1472;229
342;4872042;3441;229
342;4872041;1472;229
343;4872042;2101;229
344;4872042;441;229
344;4872041;3121;229
345;4872042;373;229
345;4872041;373;229
346;4872042;2473;229
346;4872041;651;229
347;4872042;2473;229
347;4872041;357;229
348;4872042;3122;229
348;4872041;421;229
349;4872042;437;229
349;4872041;311;229
350;4872042;452;229
350;4872041;2212;229
351;4872042;140;229
351;4872041;441;229
352;4872042;2121;229
352;4872041;2212;229
353;4872042;557;229
353;4872041;306;229
354;4872042;3372;229
354;4872041;375;229
355;4872042;2102;229
355;4872041;2471;229
356;4872042;271;229
356;4872041;355;229
357;4872042;2273;229
357;4872041;1472;229
358;4872042;304;229
358;4872041;3722;229
359;4872042;2211;229
359;4872041;3121;229
360;4872042;2121;229
360;4872041;452;229
361;4872042;2104;229
361;4872041;1472;229
362;4872042;2121;229
362;4872041;3172;229
363;4872042;377;229
363;4872041;2471;229
364;4872042;2211;229
364;4872041;140;229
365;4872042;3721;229
365;4872041;357;229
366;4872042;441;229
366;4872041;452;229
367;4872042;2473;229
367;4872041;3121;229
368;4872042;2273;229
368;4872041;2243;229
369;4872042;2273;229
369;4872041;373;229
370;4872042;306;229
370;4872041;3722;229
371;4872042;2524;229
371;4872041;311;229
372;4872042;370;229
372;4872041;2104;229
373;4872041;2211;229
373;4872042;2104;229
374;4872042;437;229
374;4872041;1472;229
375;4872041;377;229
375;4872042;272;229
376;4872041;1472;229
376;4872042;140;229
377;4872041;217;229
377;4872042;385;229
378;4872042;2211;229
378;4872041;347;229
379;4872042;2211;229
379;4872041;4272;229
380;4872041;322;229
380;4872042;3721;229
381;4872041;272;229
381;4872042;271;229
382;4872041;1472;229
382;4872042;441;229
383;4872042;336;229
383;4872041;441;229
384;4872041;140;229
384;4872042;377;229
385;4872041;431;229
385;4872042;2402;229
386;4872042;272;229
386;4872041;1472;229
387;4872042;3441;229
387;4872041;2402;229
388;4872042;3441;229
388;4872041;324;229
389;4872041;421;229
389;4872042;272;229
390;4872041;1571;229
390;4872042;2121;229
391;4872041;452;229
391;4872042;2471;229
392;4872041;377;229
392;4872042;3192;229
393;4872042;302;229
393;4872041;333;229
394;4872041;2243;229
394;4872042;2274;229
395;4872042;321;229
395;4872041;318;229
396;4872042;140;229
396;4872041;131;229
397;4872042;385;229
397;4872041;1472;229
398;4872042;376;229
398;4872041;1472;229
399;4872042;376;229
399;4872041;272;229
400;4872041;140;229
400;4872042;131;229
401;4872042;140;229
401;4872041;3121;229
402;4872042;2524;229
402;4872041;3141;229
403;4872042;376;229
403;4872041;3141;229
404;4872042;142;229
404;4872041;3131;229
405;4872042;2104;229
405;4872041;271;229
406;4872042;2121;229
406;4872041;3121;229
407;4872042;2273;229
407;4872041;1571;229
408;4872042;271;229
408;4872041;375;229
409;4872042;2121;229
409;4872041;1472;229
410;4872042;131;229
410;4872041;357;229
411;4872042;2101;229
411;4872041;3172;229
412;4872042;347;229
412;4872041;2104;229
413;4872042;557;229
413;4872041;2104;229
414;4872042;347;229
414;4872041;421;229
415;4872042;2401;229
415;4872041;370;229
416;4872042;2841;229
416;4872041;217;229
417;4872042;2121;229
417;4872041;373;229
418;4872042;2273;229
418;4872041;1472;229
419;4872041;318;229
419;4872042;2841;229
420;4872042;2101;229
420;4872041;373;229
421;4872041;1472;229
421;4872042;2141;229
422;4872042;3411;229
422;4872041;1571;229
423;4872041;1571;229
423;4872042;2471;229
424;4872041;357;229
424;4872042;557;229
425;4872042;2121;229
425;4872041;2243;229
426;4872042;2121;229
426;4872041;2471;229
427;4872042;2242;229
427;4872041;3171;229
428;4872042;3411;229
428;4872041;2801;229
429;4872042;3371;229
429;4872041;441;229
430;4872042;271;229
430;4872041;1472;229
431;4872042;140;229
431;4872041;1472;229
432;4872042;131;229
432;4872041;2471;229
433;4872042;2841;229
433;4872041;1571;229
434;4872042;2841;229
434;4872041;1472;229
435;4872041;2104;229
435;4872042;323;229
436;4872042;2141;229
436;4872041;3372;229
437;4872042;131;229
437;4872041;2101;229
438;4872042;272;229
438;4872041;2212;229
439;4872042;452;229
439;4872041;1472;229
440;4872042;272;229
440;4872041;3411;229
441;4872042;2471;229
441;4872041;2243;229
442;4872042;2273;229
442;4872041;318;229
443;4872042;421;229
443;4872041;304;229
444;4872042;441;229
444;4872041;333;229
445;4872042;2471;229
445;4872041;347;229
446;4872042;2842;229
446;4872041;376;229
447;4872041;333;229
447;4872042;333;229
448;4872042;347;229
448;4872041;2471;229
449;4872041;2524;229
449;4872042;2471;229
450;4872042;441;229
450;4872041;305;229
451;4872041;2104;229
451;4872042;283;229
452;4872042;347;229
452;4872041;357;229
453;4872041;304;229
453;4872042;441;229
454;4872042;3371;229
454;4872041;357;229
455;4872041;347;229
455;4872042;305;229
456;4872042;2471;229
456;4872041;2212;229
457;4872041;2104;229
457;4872042;2141;229
458;4872042;452;229
458;4872041;437;229
459;4872042;2471;229
459;4872041;1472;229
460;4872042;2471;229
460;4872041;375;229
461;4872041;131;229
461;4872042;1571;229
462;4872042;2273;229
462;4872041;304;229
463;4872041;2471;229
463;4872042;437;229
464;4872042;2121;229
464;4872041;2402;229
465;4872041;2243;229
465;4872042;3011;229
466;4872042;2141;229
466;4872041;318;229
467;4872042;437;229
467;4872041;4272;229
468;4872042;2121;229
468;4872041;3171;229
469;4872042;2301;229
469;4872041;2242;229
470;4872042;283;229
470;4872041;2471;229
471;4872042;3142;229
471;4872041;3351;229
472;4872042;2141;229
472;4872041;347;229
473;4872042;142;229
376;4792038;441;223
376;4792042;437;223
376;4792130;437;223
376;4792082;441;223
377;4792127;2141;223
377;4792024;2141;223
377;4792038;4272;223
377;4792082;4272;223
377;4792130;2242;223
377;4792042;2242;223
378;4792127;347;223
378;4792024;347;223
378;4792042;452;223
378;4792082;373;223
378;4792038;373;223
378;4792130;452;223
379;4792042;437;223
379;4792082;2473;223
379;4792130;437;223
379;4792038;2473;223
380;4792127;3441;223
380;4792038;2473;223
380;4792042;3721;223
380;4792082;2473;223
380;4792024;3441;223
380;4792130;3721;223
381;4792127;272;223
381;4792024;272;223
381;4792038;2211;223
381;4792130;271;223
381;4792082;2211;223
381;4792042;271;223
382;4792127;373;223
382;4792024;373;223
382;4792038;2471;223
382;4792082;2471;223
382;4792130;441;223
382;4792042;441;223
383;4792127;140;223
383;4792024;140;223
383;4792038;1472;223
383;4792042;336;223
383;4792082;1472;223
383;4792130;336;223
384;4792127;140;223
384;4792024;140;223
384;4792038;336;223
384;4792042;377;223
384;4792082;336;223
384;4792130;377;223
385;4792127;431;223
385;4792024;431;223
385;4792038;1472;223
385;4792042;2402;223
385;4792082;1472;223
385;4792130;2402;223
386;4792127;1472;223
386;4792024;1472;223
386;4792038;421;223
386;4792042;272;223
386;4792082;421;223
386;4792130;272;223
387;4792127;2524;223
387;4792024;2524;223
387;4792038;2841;223
387;4792042;3441;223
387;4792082;2841;223
387;4792130;3441;223
388;4792127;324;223
388;4792024;324;223
388;4792038;2841;223
388;4792042;3441;223
388;4792082;2841;223
388;4792130;3441;223
389;4792127;140;223
389;4792042;272;223
389;4792082;2841;223
389;4792130;272;223
389;4792024;140;223
389;4792038;2841;223
390;4792127;1571;223
390;4792038;2104;223
390;4792042;2121;223
390;4792082;2104;223
390;4792024;1571;223
390;4792130;2121;223
391;4792127;452;223
391;4792024;452;223
391;4792038;3442;223
391;4792042;2471;223
391;4792130;2471;223
391;4792082;3442;223
392;4792127;377;223
392;4792024;377;223
392;4792038;2472;223
392;4792082;2472;223
392;4792130;3192;223
392;4792042;3192;223
393;4792127;427;223
393;4792024;427;223
393;4792042;302;223
393;4792082;2121;223
393;4792130;302;223
393;4792038;2121;223
394;4792127;2243;223
394;4792038;2211;223
394;4792042;2274;223
394;4792082;2211;223
394;4792024;2243;223
394;4792130;2274;223
395;4792127;373;223
395;4792024;373;223
395;4792038;2841;223
395;4792042;321;223
395;4792130;321;223
395;4792082;2841;223
396;4792127;283;223
396;4792024;283;223
396;4792038;370;223
396;4792082;370;223
397;4792127;1472;223
397;4792042;385;223
397;4792082;2471;223
397;4792130;385;223
397;4792038;2471;223
397;4792024;1472;223
398;4792127;1472;223
398;4792024;1472;223
398;4792082;2121;223
398;4792038;2121;223
398;4792042;376;223
398;4792130;376;223
399;4792127;272;223
399;4792042;2472;223
399;4792024;272;223
399;4792038;3131;223
399;4792082;3131;223
399;4792130;2472;223
400;4792127;452;223
400;4792038;4272;223
400;4792082;4272;223
400;4792130;142;223
400;4792024;452;223
400;4792042;142;223
401;4792127;3121;223
401;4792024;3121;223
401;4792038;2211;223
401;4792042;437;223
401;4792082;2211;223
401;4792130;437;223
402;4792127;2274;223
402;4792024;2274;223
402;4792038;306;223
402;4792042;2524;223
402;4792082;306;223
402;4792130;2524;223
403;4792127;2141;223
403;4792024;2141;223
403;4792038;3131;223
403;4792042;376;223
403;4792082;3131;223
403;4792130;376;223
404;4792127;306;223
404;4792024;306;223
404;4792038;4272;223
404;4792042;142;223
404;4792082;4272;223
404;4792130;142;223
405;4792024;271;223
405;4792038;3142;223
405;4792042;437;223
405;4792082;3142;223
405;4792130;437;223
405;4792127;271;223
406;4792024;3121;223
406;4792038;3142;223
406;4792042;2121;223
406;4792127;3121;223
406;4792082;3142;223
406;4792130;2121;223
407;4792127;1571;223
407;4792082;2841;223
407;4792024;1571;223
407;4792038;2841;223
407;4792042;2273;223
407;4792130;2273;223
408;4792127;2242;223
408;4792042;271;223
408;4792024;2242;223
408;4792038;3142;223
408;4792082;3142;223
408;4792130;271;223
409;4792127;1472;223
409;4792038;2841;223
409;4792024;1472;223
409;4792042;2121;223
409;4792082;2841;223
409;4792130;2121;223
410;4792127;3124;223
410;4792024;3124;223
410;4792130;2301;223
410;4792038;3442;223
410;4792042;2301;223
410;4792082;3442;223
411;4792127;3172;223
411;4792130;318;223
411;4792024;3172;223
411;4792042;318;223
411;4792082;541;223
412;4792127;2104;223
412;4792082;2472;223
412;4792024;2104;223
412;4792038;2472;223
412;4792042;347;223
412;4792130;347;223
413;4792127;2104;223
413;4792042;557;223
413;4792024;2104;223
413;4792038;2471;223
413;4792082;2471;223
413;4792130;557;223
414;4792127;452;223
414;4792042;347;223
414;4792024;452;223
414;4792082;541;223
414;4792130;347;223
415;4792127;370;223
415;4792082;541;223
415;4792024;370;223
415;4792042;272;223
415;4792130;272;223
416;4792127;2141;223
416;4792082;541;223
416;4792024;2141;223
416;4792042;142;223
416;4792130;142;223
417;4792127;1472;223
417;4792024;1472;223
417;4792042;2121;223
417;4792130;2121;223
417;4792082;541;223
418;4792127;1472;223
418;4792024;1472;223
418;4792042;2273;223
418;4792130;2273;223
419;4792127;2102;223
419;4792024;2102;223
419;4792042;142;223
419;4792082;541;223
419;4792130;142;223
420;4792127;1472;223
420;4792024;1472;223
420;4792042;2101;223
420;4792082;541;223
420;4792130;2101;223
421;4792127;1472;223
421;4792024;1472;223
421;4792042;2141;223
421;4792082;541;223
421;4792130;2141;223
422;4792127;1571;223
422;4792024;1571;223
422;4792042;3411;223
422;4792082;541;223
422;4792130;3411;223
423;4792127;1571;223
423;4792024;1571;223
423;4792042;2471;223
423;4792082;541;223
423;4792130;2471;223
424;4792127;357;223
424;4792024;357;223
424;4792042;557;223
424;4792130;557;223
425;4792127;2243;223
425;4792024;2243;223
425;4792042;2121;223
425;4792130;2121;223
426;4792127;2471;223
426;4792024;2471;223
426;4792042;2121;223
426;4792130;2121;223
427;4792127;3142;223
427;4792024;3142;223
427;4792042;2242;223
427;4792130;2242;223
428;4792127;2801;223
428;4792024;2801;223
428;4792038;551;223
428;4792042;3411;223
428;4792082;551;223
428;4792130;3411;223
429;4792042;3371;223
429;4792130;3371;223
430;4792127;1472;223
430;4792024;1472;223
430;4792130;271;223
430;4792042;271;223
431;4792127;3191;223
431;4792024;3191;223
431;4792038;2121;223
431;4792082;2121;223
431;4792130;437;223
431;4792042;437;223
432;4792127;2471;223
432;4792024;2471;223
432;4792038;2121;223
432;4792042;131;223
432;4792082;2121;223
432;4792130;131;223
433;4792127;1571;223
433;4792024;1571;223
433;4792042;142;223
433;4792130;142;223
434;4792127;1472;223
434;4792042;142;223
285;4812082;2273;225
285;4812041;2471;225
285;4812016;431;225
286;4812016;272;225
286;4812082;2842;225
286;4812041;3422;225
287;4812082;251;225
287;4812041;131;225
287;4812016;427;225
288;4812016;2121;225
288;4812082;3142;225
288;4812041;347;225
289;4812082;318;225
289;4812041;347;225
289;4812016;431;225
290;4812016;2102;225
290;4812082;2471;225
290;4812041;2212;225
291;4812016;150;225
291;4812082;3142;225
292;4812041;142;225
292;4812016;3142;225
292;4812082;2842;225
293;4812016;431;225
293;4812041;2212;225
293;4812082;2471;225
294;4812082;318;225
294;4812041;1571;225
294;4812016;306;225
295;4812082;272;225
295;4812016;2273;225
295;4812041;2243;225
296;4812082;2212;225
296;4812041;2471;225
296;4812016;376;225
297;4812082;347;225
297;4812041;140;225
297;4812016;2211;225
298;4812041;3371;225
298;4812016;370;225
298;4812082;3441;225
299;4812082;2212;225
299;4812041;1571;225
299;4812016;2211;225
300;4812082;1571;225
300;4812016;427;225
300;4812041;3141;225
301;4812082;3411;225
301;4812016;2842;225
301;4812041;2472;225
302;4812082;2524;225
302;4812016;131;225
302;4812041;441;225
303;4812082;318;225
303;4812016;150;225
303;4812041;2521;225
304;4812082;2471;225
304;4812016;131;225
304;4812041;142;225
305;4812082;441;225
305;4812041;3172;225
305;4812016;2273;225
306;4812082;131;225
306;4812016;452;225
306;4812041;2243;225
307;4812082;131;225
307;4812016;2102;225
307;4812041;142;225
308;4812082;1472;225
308;4812016;321;225
308;4812041;3122;225
309;4812041;385;225
309;4812082;2402;225
309;4812016;2524;225
310;4812082;3411;225
310;4812016;2104;225
310;4812041;2212;225
311;4812082;2242;225
311;4812041;2521;225
312;4812082;2242;225
312;4812041;2471;225
312;4812016;347;225
313;4812016;2212;225
313;4812041;142;225
313;4812082;2212;225
314;4812082;421;225
314;4812016;150;225
314;4812041;3133;225
315;4812082;2242;225
315;4812016;272;225
315;4812041;2212;225
316;4812016;2273;225
316;4812082;2471;225
316;4812041;318;225
317;4812016;2211;225
317;4812041;2102;225
317;4812082;302;225
318;4812082;302;225
318;4812016;2121;225
318;4812041;318;225
319;4812016;306;225
319;4812082;441;225
319;4812041;2521;225
320;4812082;131;225
320;4812016;3441;225
320;4812041;1472;225
321;4812082;441;225
321;4812016;3441;225
321;4812041;2473;225
322;4812082;131;225
322;4812016;2273;225
322;4812041;2521;225
323;4812082;3142;225
323;4812016;2121;225
323;4812041;2521;225
324;4812082;441;225
324;4812016;2121;225
324;4812041;2243;225
325;4812082;441;225
325;4812016;3721;225
325;4812041;2521;225
326;4812082;1472;225
326;4812016;2104;225
326;4812041;2521;225
327;4812082;2212;225
327;4812041;2212;225
327;4812016;2841;225
328;4812082;1472;225
328;4812016;2212;225
328;4812041;1472;225
329;4812082;441;225
329;4812016;347;225
329;4812041;377;225
330;4812016;2212;225
330;4812041;131;225
330;4812082;302;225
331;4812082;373;225
331;4812016;2212;225
331;4812041;3131;225
332;4812041;2521;225
332;4812082;1472;225
332;4812016;302;225
333;4812082;3441;225
