TASKID;SCHEDULETYPEID;LINES_LINEID;PLANVERSIONID
234;4714122;2141;216
235;4714122;2211;216
235;4714038;131;216
236;4714122;2101;216
236;4714038;2102;216
237;4714038;2102;216
237;4714122;3133;216
238;4714038;2524;216
239;4714038;376;216
239;4714122;2402;216
240;4714122;421;216
241;4714038;251;216
241;4714122;376;216
242;4714038;2521;216
242;4714122;431;216
243;4714038;3173;216
243;4714122;131;216
244;4714038;251;216
244;4714122;2211;216
245;4714038;356;216
245;4714122;272;216
246;4714038;2273;216
246;4714122;2141;216
247;4714038;2242;216
247;4714122;2211;216
248;4714038;140;216
248;4714122;140;216
249;4714038;3721;216
249;4714122;375;216
250;4714038;376;216
250;4714122;1472;216
251;4714038;2102;216
251;4714122;3192;216
252;4714038;318;216
252;4714122;3011;216
253;4714038;2211;216
253;4714122;441;216
254;4714038;251;216
254;4714122;3192;216
255;4714038;371;216
255;4714122;1472;216
256;4714038;2273;216
256;4714122;452;216
257;4714038;385;216
257;4714122;3123;216
258;4714038;2273;216
258;4714122;3011;216
259;4714122;3172;216
260;4714038;140;216
260;4714122;318;216
261;4714038;2273;216
261;4714122;2472;216
262;4714038;385;216
262;4714122;2274;216
263;4714038;441;216
263;4714122;3781;216
264;4714038;3442;216
264;4714122;140;216
265;4714038;2211;216
265;4714122;282;216
266;4714038;140;216
266;4714122;334;216
267;4714038;3721;216
267;4714122;441;216
268;4714038;2121;216
268;4714122;431;216
269;4714038;2471;216
269;4714122;376;216
270;4714038;3124;216
270;4714122;3123;216
271;4714038;2521;216
271;4714122;347;216
272;4714038;3452;216
272;4714122;140;216
273;4714038;3142;216
273;4714122;3122;216
274;4714038;2472;216
274;4714122;441;216
275;4714038;2473;216
275;4714122;3371;216
276;4714038;2471;216
276;4714122;3122;216
277;4714038;2401;216
277;4714122;140;216
278;4714038;385;216
278;4714122;2524;216
279;4714038;3371;216
279;4714122;421;216
280;4714038;371;216
280;4714122;3422;216
281;4714038;2521;216
281;4714122;347;216
282;4714038;2473;216
282;4714122;3122;216
283;4714038;2273;216
283;4714122;3422;216
284;4714038;2471;216
284;4714122;140;216
285;4714038;2273;216
285;4714122;2102;216
286;4714038;251;216
286;4714122;3411;216
287;4714038;2121;216
287;4714122;150;216
288;4714038;3142;216
288;4714122;2521;216
289;4714038;318;216
289;4714122;347;216
290;4714038;2472;216
290;4714122;311;216
291;4714038;3142;216
292;4714038;2121;216
292;4714122;421;216
293;4714038;2471;216
293;4714122;2211;216
294;4714038;318;216
294;4714122;2241;216
295;4714038;272;216
295;4714122;2243;216
296;4714038;2212;216
296;4714122;2471;216
297;4714038;347;216
297;4714122;140;216
298;4714038;3441;216
298;4714122;3371;216
299;4714038;2212;216
299;4714122;2301;216
300;4714038;2524;216
300;4714122;3141;216
301;4714038;140;216
301;4714122;2472;216
302;4714122;3123;216
303;4714038;318;216
303;4714122;452;216
304;4714122;142;216
305;4714038;441;216
305;4714122;3172;216
306;4714038;1571;216
306;4714122;2243;216
307;4714038;2471;216
307;4714122;142;216
308;4714038;1472;216
308;4714122;3122;216
309;4714038;2402;216
309;4714122;385;216
310;4714038;2473;216
310;4714122;2211;216
311;4714038;2242;216
311;4714122;2521;216
312;4714038;2242;216
312;4714122;282;216
313;4714038;2212;216
313;4714122;441;216
314;4714038;1472;216
314;4714122;3133;216
315;4714038;2242;216
315;4714122;2211;216
316;4714038;2524;216
316;4714122;318;216
317;4714038;2401;216
317;4714122;3441;216
318;4714038;2121;216
318;4714122;318;216
319;4714038;441;216
319;4714122;441;216
320;4714038;1571;216
320;4714122;421;216
321;4714038;441;216
321;4714122;375;216
322;4714038;1571;216
322;4714122;441;216
323;4714038;3142;216
323;4714122;131;216
324;4714038;441;216
324;4714122;2243;216
325;4714038;1571;216
325;4714122;131;216
326;4714038;2471;216
326;4714122;131;216
327;4714038;2212;216
327;4714122;2211;216
328;4714122;142;216
328;4714038;441;216
329;4714038;441;216
329;4714122;377;216
330;4714038;251;216
330;4714122;2842;216
331;4714038;373;216
331;4714122;3131;216
332;4714122;421;216
332;4714038;1472;216
333;4714038;3441;216
333;4714122;3441;216
334;4714038;1571;216
334;4714122;140;216
335;4714122;1571;216
336;4714038;2212;216
336;4714122;3171;216
337;4714122;332;216
337;4714038;1571;216
338;4714122;1472;216
338;4714038;2471;216
339;4714038;2121;216
339;4714122;3422;216
340;4714038;3142;216
340;4714122;2121;216
341;4714038;441;216
341;4714122;1472;216
342;4714038;2212;216
342;4714122;140;216
343;4714038;2524;216
343;4714122;2471;216
344;4714038;2121;216
344;4714122;2104;216
345;4714038;441;216
345;4714122;373;216
346;4714038;441;216
346;4714122;2243;216
347;4714038;441;216
347;4714122;347;216
348;4714038;2473;216
348;4714122;427;216
349;4714038;150;216
349;4714122;2141;216
350;4714038;251;216
350;4714122;311;216
351;4714038;553;216
351;4714122;2212;216
352;4714038;323;216
352;4714122;131;216
353;4714038;150;216
353;4714122;306;216
354;4714038;2104;216
354;4714122;375;216
355;4714122;2242;216
356;4714038;2401;216
356;4714122;355;216
357;4714038;272;216
357;4714122;1571;216
358;4714038;2402;216
358;4714122;3722;216
359;4714038;1472;216
359;4714122;2301;216
360;4714038;251;216
360;4714122;437;216
361;4714038;551;216
361;4714122;2121;216
362;4714038;1472;216
362;4714122;3172;216
363;4714038;150;216
363;4714122;2102;216
364;4714038;2301;216
364;4714122;140;216
365;4714038;251;216
365;4714122;1571;216
366;4714038;251;216
366;4714122;2842;216
367;4714122;2104;216
368;4714038;251;216
368;4714122;2243;216
369;4714038;251;216
369;4714122;373;216
370;4714038;2402;216
370;4714122;3722;216
371;4714038;441;216
371;4714122;2141;216
372;4714038;441;216
372;4714122;283;216
373;4714038;150;216
373;4714122;2211;216
374;4714038;2524;216
374;4714122;1472;216
375;4714038;1472;216
375;4714122;377;216
376;4714038;441;216
376;4714122;140;216
638;4714016;2402;211
638;4714122;2121;211
639;4714016;2524;211
639;4714122;2301;211
640;4714016;142;211
640;4714122;437;211
641;4714016;2524;211
641;4714122;373;211
642;4714016;2524;211
642;4714122;2242;211
643;4714016;2524;211
643;4714122;142;211
644;4714016;2524;211
644;4714122;373;211
645;4714122;2524;211
646;4714016;437;211
646;4714122;1472;211
647;4714016;437;211
647;4714122;332;211
648;4714122;2212;211
649;4714122;373;211
650;4714016;142;211
650;4714122;3171;211
651;4714016;142;211
651;4714122;2524;211
652;4714016;142;211
652;4714122;3371;211
653;4714016;552;211
653;4714122;3133;211
654;4714122;272;211
655;4714016;427;211
655;4714122;4272;211
656;4714122;3141;211
657;4714122;3171;211
658;4714122;2242;211
659;4714122;353;211
659;4714016;3191;211
660;4714122;3372;211
661;4714122;2141;211
661;4714016;437;211
662;4714122;1472;211
662;4714016;437;211
663;4714122;3141;211
663;4714016;3191;211
664;4714122;2141;211
665;4714016;3173;211
665;4714122;2524;211
666;4714122;3411;211
667;4714122;142;211
668;4714122;142;211
668;4714016;2801;211
669;4714122;131;211
669;4714016;2801;211
670;4714122;2121;211
670;4714016;437;211
671;4714122;142;211
671;4714016;437;211
672;4714122;353;211
673;4714122;2521;211
673;4714016;2801;211
674;4714016;371;211
674;4714122;2242;211
675;4714122;4272;211
675;4714016;371;211
676;4714122;3141;211
677;4714016;2801;211
677;4714122;311;211
678;4714122;283;211
678;4714016;142;211
679;4714122;217;211
679;4714016;437;211
680;4714122;3133;211
681;4714016;142;211
681;4714122;2473;211
682;4714016;437;211
682;4714122;2274;211
683;4714122;2141;211
684;4714016;142;211
684;4714122;283;211
685;4714122;2273;211
686;4714122;2401;211
687;4714122;3141;211
688;4714122;4272;211
689;4714122;2242;211
690;4714122;2471;211
691;4714122;217;211
692;4714122;2521;211
693;4714122;3141;211
694;4714122;2212;211
695;4714122;2273;211
696;4714122;2273;211
697;4714122;3372;211
698;4714016;3171;211
698;4714122;2524;211
699;4714122;2473;211
699;4714016;3171;211
700;4714016;2472;211
700;4714122;2121;211
701;4714016;3173;211
701;4714122;283;211
702;4714122;2473;211
703;4714122;1571;211
703;4714016;1472;211
704;4714122;2121;211
705;4714122;2273;211
705;4714016;2472;211
706;4714016;1472;211
706;4714122;452;211
707;4714122;2473;211
708;4714016;2472;211
708;4714122;2471;211
709;4714122;2211;211
710;4714122;2273;211
710;4714016;2471;211
711;4714016;1472;211
711;4714122;2473;211
712;4714122;2242;211
712;4714016;2471;211
713;4714122;3721;211
714;4714016;1472;211
714;4714122;2242;211
715;4714016;1472;211
715;4714122;311;211
716;4714122;1571;211
716;4714016;2471;211
717;4714122;2121;211
718;4714122;3141;211
718;4714016;357;211
719;4714016;1472;211
719;4714122;131;211
720;4714122;2274;211
721;4714122;371;211
721;4714016;2471;211
722;4714016;1472;211
722;4714122;2212;211
723;4714016;2472;211
723;4714122;371;211
724;4714016;2472;211
724;4714122;2121;211
725;4714016;2471;211
725;4714122;2273;211
726;4714016;1472;211
726;4714122;355;211
727;4714122;283;211
728;4714122;427;211
729;4714122;302;211
730;4714122;272;211
731;4714122;2473;211
732;4714122;3141;211
733;4714122;355;211
734;4714122;283;211
735;4714122;2121;211
736;4714122;2141;211
737;4714122;371;211
738;4714122;3124;211
739;4714122;2471;211
740;4714122;347;211
741;4714122;371;211
742;4714016;427;211
742;4714122;441;211
743;4714122;347;211
744;4714016;427;211
744;4714122;1472;211
745;4714122;2141;211
746;4714122;283;211
747;4714122;2524;211
748;4714122;2242;211
749;4714122;2473;211
750;4714122;2121;211
751;4714122;2524;211
752;4714122;452;211
753;4714122;283;211
754;4714122;3141;211
755;4714122;2524;211
756;4714122;1472;211
757;4714122;2274;211
758;4714122;2273;211
759;4714016;427;211
759;4714122;2121;211
760;4714122;2212;211
761;4714016;427;211
761;4714122;131;211
762;4714122;3422;211
763;4714016;551;211
763;4714122;3422;211
764;4714122;2242;211
765;4714122;1472;211
766;4714122;1472;211
767;4714122;2524;211
768;4714122;2473;211
769;4714122;452;211
770;4714122;283;211
772;4714122;2102;211
773;4714122;2274;211
774;4714122;2242;211
775;4714122;1472;211
776;4714122;441;211
777;4714122;2524;211
778;4714122;2524;211
779;4714122;2521;211
780;4714122;2212;211
781;4714122;131;211
782;4714122;2521;211
783;4714122;356;211
784;4714122;2521;211
785;4714122;2524;211
786;4714122;2274;211
787;4714016;551;211
787;4714122;333;211
788;4714016;357;211
788;4714122;2273;211
789;4714122;371;211
790;4714122;2473;211
791;4714122;1472;211
792;4714122;441;211
793;4714122;3121;211
794;4714122;2273;211
795;4714122;131;211
796;4714122;2274;211
797;4714016;2211;211
797;4714122;357;211
798;4714122;2274;211
799;4714122;323;211
800;4714122;131;211
801;4714122;1472;211
802;4714122;2524;211
803;4714122;357;211
804;4714122;1571;211
805;4714122;2141;211
806;4714122;352;211
807;4714122;347;211
808;4714122;2212;211
809;4714122;427;211
810;4714122;2471;211
811;4714122;1472;211
812;4714122;2273;211
813;4714122;2524;211
814;4714122;2141;211
815;4714122;441;211
816;4714122;2273;211
817;4714122;3121;211
818;4714122;356;211
819;4714122;2273;211
820;4714122;2524;211
821;4714122;2274;211
822;4714122;2471;211
823;4714122;1472;211
824;4714122;3011;211
825;4714122;452;211
826;4714122;1472;211
827;4714122;3441;211
828;4714122;347;211
829;4714122;3422;211
830;4714122;2524;211
831;4714122;2524;211
832;4714122;2524;211
833;4714122;131;211
834;4714122;2524;211
835;4714122;441;211
836;4714122;2212;211
837;4714122;2524;211
838;4714122;441;211
839;4714122;2242;211
840;4714122;441;211
841;4714122;452;211
842;4714122;441;211
843;4714122;437;211
844;4714122;2524;211
845;4714122;347;211
846;4714122;131;211
847;4714122;2524;211
848;4714122;347;211
849;4714122;2212;211
850;4714122;2524;211
851;4714122;2141;211
852;4714122;2141;211
853;4714122;2402;211
854;4714122;2141;211
855;4714122;2274;211
856;4714122;2212;211
857;4714122;2274;211
858;4714122;452;211
859;4714122;2121;211
860;4714122;431;211
861;4714122;1472;211
862;4714122;272;211
863;4714122;1571;211
864;4714122;437;211
865;4714122;2141;211
866;4714122;1571;211
867;4714122;427;211
868;4714122;437;211
869;4714122;2104;211
870;4714122;452;211
871;4714122;2471;211
872;4714122;1571;211
873;4714122;271;211
874;4714122;2472;211
875;4714122;2141;211
876;4714122;2242;211
877;4714122;2402;211
878;4714122;282;211
879;4714122;3351;211
880;4714122;1571;211
881;4714122;1571;211
882;4714122;4272;211
883;4714122;272;211
884;4714122;4272;211
885;4714122;452;211
886;4714122;651;211
887;4714122;4272;211
888;4714122;2212;211
889;4714122;4272;211
890;4714122;271;211
891;4714122;452;211
157;4612106;2211;199
157;4612107;557;199
157;4612095;557;199
158;4612024;150;199
158;4612106;347;199
158;4612026;304;199
158;4612027;347;199
158;4612105;150;199
158;4612107;304;199
158;4612095;304;199
159;4612024;2141;199
159;4612107;150;199
159;4612026;150;199
159;4612027;3124;199
159;4612105;2141;199
159;4612106;3124;199
159;4612095;150;199
160;4612024;3122;199
160;4612026;2842;199
160;4612027;3124;199
160;4612105;3122;199
160;4612106;3124;199
160;4612107;2842;199
160;4612095;2842;199
161;4612024;150;199
161;4612105;150;199
161;4612026;2842;199
161;4612027;1472;199
161;4612106;1472;199
161;4612107;2842;199
161;4612095;2842;199
162;4612024;150;199
162;4612106;2473;199
162;4612026;421;199
162;4612027;2473;199
162;4612105;150;199
162;4612107;421;199
162;4612095;421;199
163;4612024;150;199
163;4612107;373;199
163;4612026;373;199
163;4612027;2401;199
163;4612095;373;199
163;4612105;150;199
163;4612106;2401;199
164;4612024;2241;199
164;4612026;2274;199
164;4612027;375;199
164;4612095;2274;199
164;4612105;2241;199
164;4612106;375;199
164;4612107;2274;199
165;4612024;2243;199
165;4612105;2243;199
165;4612095;272;199
165;4612026;272;199
165;4612027;2211;199
165;4612106;2211;199
165;4612107;272;199
166;4612024;142;199
166;4612107;2274;199
166;4612026;2274;199
166;4612027;3412;199
166;4612095;2274;199
166;4612105;142;199
166;4612106;3412;199
167;4612024;131;199
167;4612026;2102;199
167;4612027;272;199
167;4612095;2102;199
167;4612105;131;199
167;4612106;272;199
167;4612107;2102;199
168;4612024;376;199
168;4612105;376;199
168;4612026;2241;199
168;4612095;2241;199
168;4612027;2211;199
168;4612106;2211;199
168;4612107;2241;199
169;4612024;140;199
169;4612106;2521;199
169;4612026;2274;199
169;4612027;2521;199
169;4612095;2274;199
169;4612105;140;199
169;4612107;2274;199
170;4612024;322;199
170;4612026;2301;199
170;4612027;2842;199
170;4612095;2301;199
170;4612105;322;199
170;4612106;2842;199
170;4612107;2301;199
171;4612024;3411;199
171;4612026;2121;199
171;4612027;2102;199
171;4612095;2121;199
171;4612105;3411;199
171;4612106;2102;199
171;4612107;2121;199
172;4612024;131;199
172;4612026;557;199
172;4612095;557;199
172;4612105;131;199
172;4612106;3441;199
172;4612107;557;199
172;4612027;3441;199
173;4612024;376;199
173;4612026;318;199
173;4612095;318;199
173;4612105;376;199
173;4612106;355;199
173;4612107;318;199
173;4612027;355;199
174;4612024;3192;199
174;4612026;2104;199
174;4612095;2104;199
174;4612107;2104;199
174;4612105;3192;199
174;4612106;2524;199
174;4612027;2524;199
175;4612024;2211;199
175;4612026;2473;199
175;4612095;2473;199
175;4612105;2211;199
175;4612106;2101;199
175;4612107;2473;199
175;4612027;2101;199
176;4612024;142;199
176;4612026;131;199
176;4612095;131;199
176;4612105;142;199
176;4612106;2273;199
176;4612107;131;199
176;4612027;2273;199
177;4612024;2102;199
177;4612026;140;199
177;4612095;140;199
177;4612105;2102;199
177;4612106;3452;199
177;4612107;140;199
177;4612027;3452;199
178;4612024;421;199
178;4612026;3781;199
178;4612027;2241;199
178;4612105;421;199
178;4612106;2241;199
178;4612107;3781;199
178;4612095;3781;199
179;4612024;131;199
179;4612026;140;199
179;4612027;375;199
179;4612105;131;199
179;4612106;375;199
179;4612107;140;199
179;4612095;140;199
180;4612024;283;199
180;4612026;318;199
180;4612027;2273;199
180;4612095;318;199
180;4612105;283;199
180;4612106;2273;199
180;4612107;318;199
181;4612024;3172;199
181;4612106;1472;199
181;4612026;3173;199
181;4612027;1472;199
181;4612095;3173;199
181;4612105;3172;199
181;4612107;3173;199
182;4612024;421;199
182;4612107;441;199
182;4612026;441;199
182;4612027;318;199
182;4612095;441;199
182;4612105;421;199
182;4612106;318;199
183;4612024;306;199
183;4612026;2301;199
183;4612027;2104;199
183;4612095;2301;199
183;4612105;306;199
183;4612106;2104;199
183;4612107;2301;199
184;4612024;2301;199
184;4612105;2301;199
184;4612027;2472;199
184;4612095;150;199
184;4612026;150;199
184;4612106;2472;199
184;4612107;150;199
185;4612024;131;199
185;4612107;347;199
185;4612026;347;199
185;4612095;347;199
185;4612027;2472;199
185;4612105;131;199
185;4612106;2472;199
186;4612024;131;199
186;4612026;347;199
186;4612027;3412;199
186;4612095;347;199
186;4612106;3412;199
186;4612107;347;199
186;4612105;131;199
187;4612024;2243;199
187;4612105;2243;199
187;4612026;347;199
187;4612027;1472;199
187;4612095;347;199
187;4612106;1472;199
187;4612107;347;199
188;4612024;1571;199
188;4612106;2472;199
188;4612026;131;199
188;4612027;2472;199
188;4612095;131;199
188;4612105;1571;199
188;4612107;131;199
189;4612107;322;199
189;4612024;131;199
189;4612027;282;199
189;4612095;322;199
189;4612105;131;199
189;4612106;282;199
189;4612026;322;199
190;4612024;1571;199
190;4612027;2101;199
190;4612095;2521;199
190;4612105;1571;199
190;4612106;2101;199
190;4612107;2521;199
190;4612026;2521;199
191;4612105;131;199
191;4612024;131;199
191;4612027;2273;199
191;4612095;332;199
191;4612106;2273;199
191;4612107;332;199
191;4612026;332;199
192;4612106;2241;199
192;4612024;375;199
192;4612027;2241;199
192;4612095;140;199
192;4612105;375;199
192;4612107;140;199
192;4612026;140;199
193;4612107;3142;199
193;4612024;421;199
193;4612027;306;199
193;4612095;3142;199
193;4612105;421;199
193;4612106;306;199
193;4612026;3142;199
194;4612024;2241;199
194;4612027;3141;199
194;4612095;2104;199
194;4612026;2104;199
194;4612105;2241;199
194;4612106;3141;199
194;4612107;2104;199
195;4612024;347;199
195;4612027;3133;199
195;4612095;272;199
195;4612026;272;199
195;4612105;347;199
195;4612106;3133;199
195;4612107;272;199
196;4612024;131;199
196;4612027;2101;199
196;4612095;2273;199
196;4612026;2273;199
196;4612105;131;199
196;4612106;2101;199
196;4612107;2273;199
197;4612024;2141;199
197;4612027;2211;199
197;4612095;131;199
197;4612026;131;199
197;4612105;2141;199
197;4612106;2211;199
197;4612107;131;199
198;4612024;2842;199
198;4612027;1472;199
198;4612095;2273;199
198;4612026;2273;199
198;4612105;2842;199
198;4612106;1472;199
198;4612107;2273;199
199;4612024;3781;199
199;4612027;375;199
199;4612095;373;199
199;4612026;373;199
199;4612105;3781;199
199;4612106;375;199
199;4612107;373;199
200;4612024;282;199
200;4612027;2211;199
200;4612095;2242;199
200;4612105;282;199
200;4612106;2211;199
200;4612107;2242;199
200;4612026;2242;199
201;4612024;376;199
201;4612027;347;199
201;4612095;2301;199
201;4612105;376;199
201;4612106;347;199
201;4612107;2301;199
201;4612026;2301;199
202;4612024;131;199
202;4612105;131;199
202;4612026;2241;199
202;4612027;431;199
202;4612095;2241;199
321;4652016;3441;207
321;4652041;375;207
322;4652016;2273;207
322;4652041;131;207
323;4652016;2473;207
323;4652041;131;207
324;4652016;2121;207
324;4652041;2243;207
325;4652016;3721;207
325;4652041;131;207
326;4652016;2104;207
326;4652041;131;207
327;4652016;150;207
327;4652041;2211;207
328;4652016;2212;207
328;4652041;142;207
329;4652016;347;207
329;4652041;377;207
330;4652016;2212;207
330;4652041;282;207
331;4652016;2212;207
331;4652041;3131;207
332;4652016;302;207
332;4652041;131;207
333;4652016;3441;207
333;4652041;3441;207
334;4652016;347;207
334;4652041;140;207
335;4652016;318;207
335;4652041;1571;207
336;4652016;131;207
336;4652041;3171;207
337;4652016;371;207
337;4652041;332;207
338;4652016;3412;207
338;4652041;1472;207
339;4652016;2102;207
339;4652041;3422;207
340;4652016;302;207
340;4652041;131;207
341;4652016;2101;207
341;4652041;1472;207
342;4652016;3441;207
342;4652041;140;207
343;4652016;2101;207
343;4652041;2471;207
344;4652016;140;207
344;4652041;2104;207
345;4652016;373;207
345;4652041;373;207
346;4652016;385;207
346;4652041;2243;207
347;4652016;2473;207
347;4652041;347;207
348;4652016;3122;207
348;4652041;427;207
349;4652016;373;207
349;4652041;2141;207
350;4652016;131;207
350;4652041;2211;207
351;4652016;140;207
351;4652041;2212;207
352;4652016;2121;207
352;4652041;441;207
353;4652016;557;207
353;4652041;306;207
354;4652016;3372;207
354;4652041;375;207
355;4652016;2102;207
355;4652041;2242;207
356;4652016;271;207
356;4652041;355;207
357;4652016;2273;207
357;4652041;1571;207
358;4652016;304;207
358;4652041;3722;207
359;4652016;2211;207
359;4652041;2301;207
360;4652016;2121;207
360;4652041;452;207
361;4652016;2104;207
361;4652041;1571;207
362;4652016;2121;207
362;4652041;3172;207
363;4652016;377;207
363;4652041;2102;207
364;4652016;2211;207
364;4652041;140;207
365;4652016;3721;207
365;4652041;131;207
366;4652016;140;207
366;4652041;282;207
367;4652016;2473;207
367;4652041;2104;207
368;4652016;2273;207
368;4652041;2243;207
369;4652016;2273;207
369;4652041;373;207
370;4652016;306;207
370;4652041;3722;207
371;4652016;2211;207
371;4652041;2141;207
372;4652016;370;207
372;4652041;283;207
373;4652016;2104;207
373;4652041;2211;207
374;4652016;373;207
374;4652041;1472;207
375;4652016;272;207
375;4652041;377;207
376;4652016;131;207
376;4652041;140;207
377;4652016;2121;207
377;4652041;2141;207
378;4652016;2524;207
378;4652041;347;207
379;4652016;2211;207
379;4652041;271;207
380;4652016;3721;207
380;4652041;3441;207
381;4652016;271;207
381;4652041;311;207
382;4652016;441;207
382;4652041;140;207
383;4652016;336;207
383;4652041;282;207
384;4652016;377;207
384;4652041;431;207
385;4652016;2402;207
385;4652041;431;207
386;4652016;272;207
386;4652041;1571;207
387;4652016;3441;207
387;4652041;2402;207
388;4652016;3441;207
388;4652041;324;207
389;4652016;272;207
389;4652041;421;207
390;4652016;2121;207
390;4652041;140;207
391;4652016;2471;207
391;4652041;452;207
392;4652016;3192;207
392;4652041;377;207
393;4652016;2211;207
393;4652041;306;207
394;4652016;2274;207
394;4652041;2473;207
395;4652016;321;207
395;4652041;318;207
396;4652016;140;207
396;4652041;421;207
397;4652016;2121;207
397;4652041;1571;207
398;4652016;376;207
398;4652041;1472;207
399;4652016;376;207
399;4652041;334;207
400;4652016;356;207
400;4652041;431;207
401;4652016;140;207
401;4652041;2104;207
402;4652016;2121;207
402;4652041;311;207
403;4652016;376;207
403;4652041;2141;207
404;4652016;142;207
404;4652041;3131;207
405;4652016;2104;207
405;4652041;271;207
406;4652016;2121;207
406;4652041;2104;207
407;4652016;2273;207
407;4652041;140;207
408;4652016;271;207
408;4652041;375;207
409;4652016;2121;207
409;4652041;1571;207
410;4652016;131;207
410;4652041;2104;207
411;4652016;2101;207
411;4652041;3172;207
412;4652016;347;207
412;4652041;2104;207
413;4652016;557;207
413;4652041;2104;207
414;4652016;347;207
414;4652041;421;207
415;4652016;2401;207
415;4652041;370;207
416;4652016;3412;207
416;4652041;2141;207
417;4652016;2524;207
417;4652041;373;207
418;4652016;2273;207
418;4652041;140;207
419;4652016;3412;207
419;4652041;2471;207
420;4652016;2101;207
420;4652041;373;207
421;4652016;2141;207
421;4652041;1571;207
422;4652016;3411;207
422;4652041;140;207
423;4652016;2471;207
423;4652041;140;207
424;4652016;557;207
424;4652041;131;207
425;4652016;2524;207
425;4652041;2243;207
426;4652016;2121;207
426;4652041;2471;207
427;4652016;2242;207
427;4652041;3171;207
428;4652016;3411;207
428;4652041;2801;207
429;4652016;3371;207
429;4652041;452;207
430;4652016;271;207
430;4652041;140;207
431;4652016;140;207
431;4652041;142;207
432;4652016;131;207
432;4652041;2102;207
433;4652016;3412;207
433;4652041;140;207
434;4652016;3412;207
434;4652041;1472;207
435;4652016;323;207
435;4652041;3121;207
436;4652016;2141;207
436;4652041;3372;207
437;4652016;3412;207
437;4652041;142;207
438;4652016;272;207
438;4652041;2212;207
439;4652016;131;207
439;4652041;142;207
440;4652016;272;207
440;4652041;3411;207
441;4652016;2471;207
441;4652041;2473;207
442;4652016;2273;207
442;4652041;3191;207
443;4652016;421;207
443;4652041;304;207
444;4652016;140;207
444;4652041;333;207
445;4652016;2471;207
445;4652041;2243;207
446;4652016;2842;207
446;4652041;376;207
447;4652016;333;207
447;4652041;333;207
448;4652016;347;207
448;4652041;2471;207
449;4652016;2471;207
449;4652041;2524;207
450;4652016;441;207
450;4652041;305;207
451;4652016;283;207
451;4652041;2104;207
452;4652016;347;207
452;4652041;357;207
453;4652016;131;207
453;4652041;304;207
454;4652016;3371;207
454;4652041;2301;207
455;4652016;305;207
455;4652041;2521;207
456;4652016;2471;207
456;4652041;441;207
457;4652016;2141;207
457;4652041;2104;207
458;4652016;140;207
458;4652041;2471;207
459;4652016;2471;207
459;4652041;142;207
460;4652016;2471;207
460;4652041;375;207
461;4652016;1571;207
461;4652041;333;207
462;4652016;2273;207
462;4652041;304;207
463;4652016;1571;207
463;4652041;2471;207
464;4652016;2524;207
464;4652041;2402;207
465;4652016;3011;207
465;4652041;2243;207
466;4652016;2141;207
466;4652041;318;207
467;4652016;1571;207
467;4652041;4272;207
468;4652016;2473;207
468;4652041;3171;207
469;4652016;2301;207
469;4652041;2301;207
470;4652016;283;207
470;4652041;2102;207
471;4652016;3142;207
471;4652041;3351;207
472;4652016;2141;207
472;4652041;437;207
473;4652016;142;207
473;4652041;302;207
474;4652016;3011;207
474;4652041;437;207
475;4652016;2842;207
475;4652041;304;207
476;4652016;2141;207
476;4652041;3371;207
477;4652016;2121;207
477;4652041;2473;207
478;4652016;427;207
377;4714122;2141;216
378;4714038;373;216
378;4714122;347;216
379;4714038;3411;216
379;4714122;271;216
380;4714038;3411;216
380;4714122;3441;216
381;4714038;3411;216
381;4714122;311;216
382;4714122;140;216
383;4714038;441;216
383;4714122;2842;216
384;4714038;336;216
384;4714122;431;216
385;4714038;1472;216
385;4714122;431;216
386;4714038;1472;216
386;4714122;3781;216
387;4714038;1472;216
387;4714122;2121;216
388;4714038;1472;216
388;4714122;324;216
389;4714038;1571;216
389;4714122;3781;216
390;4714038;2104;216
390;4714122;140;216
391;4714038;3442;216
391;4714122;452;216
392;4714038;2472;216
392;4714122;377;216
393;4714038;131;216
393;4714122;306;216
394;4714038;2104;216
394;4714122;3441;216
395;4714038;131;216
395;4714122;318;216
396;4714038;370;216
396;4714122;3121;216
397;4714122;2212;216
398;4714038;2524;216
398;4714122;1472;216
399;4714038;3131;216
399;4714122;334;216
400;4714122;431;216
401;4714122;2104;216
401;4714038;441;216
402;4714122;311;216
402;4714038;2401;216
403;4714038;3131;216
403;4714122;2141;216
404;4714122;3131;216
405;4714122;271;216
405;4714038;3142;216
406;4714038;3142;216
406;4714122;2104;216
407;4714038;131;216
407;4714122;140;216
408;4714038;3142;216
408;4714122;375;216
409;4714122;2121;216
409;4714038;131;216
410;4714122;2104;216
410;4714038;3442;216
411;4714122;3172;216
411;4714038;131;216
412;4714038;2472;216
412;4714122;2104;216
413;4714122;2104;216
414;4714122;2121;216
415;4714122;370;216
416;4714038;3411;216
417;4714038;3411;216
417;4714122;373;216
418;4714122;140;216
419;4714038;3411;216
419;4714122;282;216
420;4714038;3411;216
420;4714122;373;216
421;4714122;2274;216
421;4714038;2524;216
422;4714038;421;216
422;4714122;140;216
423;4714038;421;216
423;4714122;140;216
424;4714122;1571;216
425;4714122;2243;216
426;4714122;282;216
427;4714122;3171;216
428;4714122;2801;216
428;4714038;551;216
429;4714122;452;216
430;4714038;2524;216
430;4714122;140;216
431;4714122;142;216
432;4714122;2102;216
433;4714122;140;216
434;4714122;1472;216
435;4714122;2212;216
